2026-03-08 13:51,DOWN,45.47221640142038,
2026-03-08 13:52,DOWN,51.65957727814514,
2026-03-08 13:54,DOWN,50.888826897650944,
2026-03-08 13:55,DOWN,51.06621528872059,
2026-03-08 13:57,DOWN,43.9447708296164,
2026-03-08 13:58,DOWN,42.74728054684556,
2026-03-08 14:00,DOWN,42.821946226758044,
2026-03-08 14:01,DOWN,43.390088438190624,
2026-03-08 14:03,DOWN,44.565136953487254,
2026-03-08 14:04,DOWN,45.64101364346421,
2026-03-08 14:06,DOWN,43.93100377806094,
2026-03-08 14:07,DOWN,40.24030467392859,
2026-03-08 14:09,DOWN,41.69755723921513,
2026-03-08 14:10,DOWN,43.08665939151372,
2026-03-08 14:12,DOWN,45.993145637415125,
2026-03-08 14:13,DOWN,46.03201713877472,
2026-03-08 14:15,DOWN,45.85054838399356,
2026-03-08 14:16,DOWN,45.7500346465145,
2026-03-08 14:18,DOWN,43.53904669556334,
2026-03-08 14:19,DOWN,44.949072054931904,
2026-03-08 14:21,DOWN,44.154630453627355,
2026-03-08 14:22,DOWN,44.79263972335747,
2026-03-08 14:24,DOWN,98.35652248860374,
2026-03-08 14:25,DOWN,47.37768674285333,
2026-03-08 14:27,DOWN,98.50208492636038,
2026-03-08 14:28,DOWN,49.409548954631155,
2026-03-08 14:30,DOWN,51.344061992530996,
2026-03-08 14:31,DOWN,51.41105911709012,
2026-03-08 14:33,DOWN,50.55524288457416,
2026-03-08 14:34,DOWN,100.23628648955706,
2026-03-08 14:36,DOWN,50.892728242629516,
2026-03-08 14:37,DOWN,51.450853118280484,
2026-03-08 14:39,DOWN,52.76880374444947,
2026-03-08 14:40,DOWN,51.984420819711566,
2026-03-08 14:42,DOWN,53.08741920835956,
2026-03-08 14:43,DOWN,60.745767496469014,
2026-03-08 14:45,DOWN,61.69468732569557,
2026-03-08 14:46,DOWN,62.27506131363194,
2026-03-08 14:48,DOWN,61.489315692209985,
2026-03-08 14:49,DOWN,60.235525597727694,
2026-03-08 14:51,DOWN,60.12778661077723,
2026-03-08 14:52,DOWN,59.66788741049596,
2026-03-08 14:54,DOWN,51.90755233616315,
2026-03-08 14:55,DOWN,50.77410299144627,
2026-03-08 14:57,DOWN,50.816464044746766,
2026-03-08 14:58,DOWN,51.2006441022927,
